reservation_id,user_id,room_id,check_in,check_out,nights,guests,booking_date,booking_channel,status,price_per_night,total_price
1062,624,127,2023-07-08,2023-07-11,3,1,2023-06-09,phone,confirmed,167.65,502.94
348,349,130,2023-07-08,2023-07-09,1,3,2023-06-04,phone,confirmed,154.2,154.2
461,525,132,2023-07-08,2023-07-09,1,2,2023-06-11,agency,confirmed,114.37,114.37
1799,78,133,2023-07-08,2023-07-09,1,4,2023-05-27,mobile_app,confirmed,69.43,69.43
1668,763,137,2023-07-08,2023-07-09,1,4,2023-05-25,mobile_app,confirmed,82.53,82.53
1618,5,140,2023-07-08,2023-07-09,1,2,2023-06-16,web,confirmed,114.81,114.81
1591,749,141,2023-07-08,2023-07-10,2,3,2023-06-03,web,confirmed,61.82,123.64
1736,660,142,2023-07-08,2023-07-09,1,1,2023-07-05,agency,confirmed,93.73,93.73
777,13,143,2023-07-08,2023-07-09,1,1,2023-05-12,web,confirmed,136.42,136.42
203,56,145,2023-07-08,2023-07-09,1,3,2023-06-28,agency,confirmed,151.75,151.75
646,574,146,2023-07-08,2023-07-11,3,4,2023-07-07,agency,confirmed,153.5,460.51
726,576,2,2023-07-09,2023-07-11,2,1,2023-05-13,web,confirmed,76.16,152.31
691,781,6,2023-07-09,2023-07-13,4,2,2023-05-23,web,confirmed,174.25,697.01
1012,626,12,2023-07-09,2023-07-12,3,1,2023-07-05,phone,confirmed,76.08,228.25
325,467,14,2023-07-09,2023-07-13,4,3,2023-06-18,mobile_app,confirmed,178.69,714.77
1211,345,18,2023-07-09,2023-07-13,4,3,2023-06-25,agency,confirmed,75.68,302.71
967,677,19,2023-07-09,2023-07-14,5,4,2023-07-08,agency,confirmed,147.66,738.31
246,180,20,2023-07-09,2023-07-14,5,2,2023-06-15,web,confirmed,95.71,478.54
1420,541,22,2023-07-09,2023-07-11,2,4,2023-06-30,mobile_app,confirmed,175.14,350.28
112,572,24,2023-07-09,2023-07-13,4,1,2023-05-13,agency,confirmed,62.18,248.73
1975,745,25,2023-07-09,2023-07-10,1,1,2023-06-20,agency,confirmed,139.98,139.98
37,274,29,2023-07-09,2023-07-12,3,2,2023-06-17,mobile_app,confirmed,146.1,438.31
1894,55,31,2023-07-09,2023-07-10,1,2,2023-06-06,agency,confirmed,151.46,151.46
1903,763,35,2023-07-09,2023-07-10,1,4,2023-06-13,phone,confirmed,149.18,149.18
1882,150,37,2023-07-09,2023-07-10,1,3,2023-06-28,web,confirmed,179.35,179.35
1239,469,38,2023-07-09,2023-07-13,4,3,2023-05-22,phone,confirmed,154.85,619.39
623,718,40,2023-07-09,2023-07-13,4,2,2023-06-16,web,confirmed,173.63,694.51
1270,731,41,2023-07-09,2023-07-13,4,1,2023-05-10,mobile_app,confirmed,175.58,702.33
1715,176,43,2023-07-09,2023-07-10,1,4,2023-05-24,phone,confirmed,161.53,161.53
321,726,51,2023-07-09,2023-07-13,4,3,2023-06-03,mobile_app,confirmed,71.91,287.63
1774,318,55,2023-07-09,2023-07-10,1,1,2023-07-03,phone,confirmed,129.03,129.03
1997,64,58,2023-07-09,2023-07-10,1,4,2023-05-25,mobile_app,confirmed,149.25,149.25
1956,439,62,2023-07-09,2023-07-10,1,1,2023-07-09,mobile_app,confirmed,116.01,116.01
384,547,63,2023-07-09,2023-07-10,1,1,2023-05-18,mobile_app,confirmed,116.58,116.58
1138,40,64,2023-07-09,2023-07-16,7,2,2023-06-16,agency,confirmed,146.06,1022.42
1719,82,66,2023-07-09,2023-07-10,1,2,2023-06-01,phone,confirmed,176.36,176.36
1407,717,67,2023-07-09,2023-07-11,2,1,2023-07-04,web,confirmed,96.45,192.9
2,65,69,2023-07-09,2023-07-11,2,2,2023-06-21,phone,confirmed,118.63,237.26
1347,650,70,2023-07-09,2023-07-11,2,3,2023-06-01,web,confirmed,172.03,344.07
1442,57,72,2023-07-09,2023-07-12,3,2,2023-06-02,phone,confirmed,123.15,369.46
587,604,75,2023-07-09,2023-07-10,1,2,2023-07-07,phone,confirmed,110.43,110.43
1469,687,77,2023-07-09,2023-07-10,1,3,2023-06-20,web,confirmed,117.15,117.15
1781,12,84,2023-07-09,2023-07-10,1,4,2023-06-23,mobile_app,confirmed,114.36,114.36
1147,105,85,2023-07-09,2023-07-12,3,1,2023-06-16,mobile_app,confirmed,89.5,268.49
476,35,87,2023-07-09,2023-07-13,4,4,2023-06-11,agency,confirmed,167.36,669.45
429,264,88,2023-07-09,2023-07-12,3,1,2023-05-12,phone,confirmed,176.16,528.47
1215,214,90,2023-07-09,2023-07-12,3,3,2023-06-20,mobile_app,confirmed,115.44,346.33
1121,590,93,2023-07-09,2023-07-11,2,1,2023-07-05,phone,confirmed,148.81,297.62
666,290,95,2023-07-09,2023-07-13,4,2,2023-06-21,web,confirmed,71.97,287.89
1039,164,96,2023-07-09,2023-07-12,3,4,2023-07-03,phone,confirmed,136.85,410.55
806,793,103,2023-07-09,2023-07-10,1,2,2023-06-03,phone,confirmed,68.96,68.96
1993,736,104,2023-07-09,2023-07-10,1,3,2023-05-31,phone,confirmed,156.99,156.99
125,126,106,2023-07-09,2023-07-13,4,3,2023-06-18,web,confirmed,159.28,637.12
337,341,114,2023-07-09,2023-07-12,3,3,2023-05-21,mobile_app,confirmed,71.72,215.16
1401,278,117,2023-07-09,2023-07-12,3,3,2023-07-07,mobile_app,confirmed,145.65,436.96
658,340,118,2023-07-09,2023-07-11,2,3,2023-06-26,phone,confirmed,119.77,239.53
613,314,119,2023-07-09,2023-07-12,3,4,2023-06-18,web,confirmed,111.44,334.32
1978,16,120,2023-07-09,2023-07-10,1,3,2023-05-13,phone,confirmed,125.64,125.64
532,157,121,2023-07-09,2023-07-13,4,4,2023-06-09,phone,confirmed,74.04,296.14
1949,9,122,2023-07-09,2023-07-10,1,2,2023-07-05,phone,confirmed,145.03,145.03
1670,80,128,2023-07-09,2023-07-10,1,3,2023-06-15,phone,confirmed,60.83,60.83
1653,732,130,2023-07-09,2023-07-10,1,3,2023-07-04,web,confirmed,89.6,89.6
1849,396,132,2023-07-09,2023-07-10,1,3,2023-06-03,web,confirmed,125.24,125.24
439,780,133,2023-07-09,2023-07-10,1,4,2023-06-06,web,confirmed,162.23,162.23
737,651,134,2023-07-09,2023-07-11,2,1,2023-05-18,phone,confirmed,97.08,194.15
285,432,137,2023-07-09,2023-07-15,6,2,2023-05-30,web,confirmed,157.92,947.52
1128,86,138,2023-07-09,2023-07-15,6,1,2023-07-03,phone,confirmed,141.96,851.75
172,87,139,2023-07-09,2023-07-16,7,1,2023-06-10,web,confirmed,116.22,813.57
457,571,140,2023-07-09,2023-07-12,3,1,2023-07-09,mobile_app,confirmed,132.29,396.86
1291,172,142,2023-07-09,2023-07-12,3,4,2023-06-23,mobile_app,confirmed,139.16,417.48
1115,578,143,2023-07-09,2023-07-12,3,3,2023-05-11,agency,confirmed,127.72,383.16
1735,444,145,2023-07-09,2023-07-10,1,4,2023-06-25,phone,confirmed,132.72,132.72
1485,437,5,2023-07-10,2023-07-11,1,1,2023-05-25,mobile_app,confirmed,79.02,79.02
1371,37,7,2023-07-10,2023-07-12,2,2,2023-05-20,agency,confirmed,134.08,268.16
1607,21,8,2023-07-10,2023-07-11,1,1,2023-05-14,agency,confirmed,85.78,85.78
1230,149,10,2023-07-10,2023-07-11,1,2,2023-06-06,phone,confirmed,157.02,157.02
1329,214,13,2023-07-10,2023-07-13,3,4,2023-05-11,mobile_app,confirmed,152.95,458.84
1351,769,15,2023-07-10,2023-07-11,1,1,2023-06-23,mobile_app,confirmed,166.4,166.4
1588,318,23,2023-07-10,2023-07-12,2,3,2023-05-11,phone,confirmed,168.62,337.25
1089,455,25,2023-07-10,2023-07-11,1,4,2023-05-27,mobile_app,confirmed,153.49,153.49
1737,689,26,2023-07-10,2023-07-11,1,1,2023-06-22,agency,confirmed,75.66,75.66
87,27,31,2023-07-10,2023-07-13,3,1,2023-05-27,agency,confirmed,173.97,521.9
1635,464,32,2023-07-10,2023-07-11,1,3,2023-06-19,agency,confirmed,174.43,174.43
683,148,34,2023-07-10,2023-07-11,1,4,2023-06-12,web,confirmed,139.93,139.93
1005,756,35,2023-07-10,2023-07-12,2,3,2023-07-03,mobile_app,confirmed,97.39,194.79
610,613,37,2023-07-10,2023-07-13,3,4,2023-05-11,agency,confirmed,123.05,369.15
414,763,43,2023-07-10,2023-07-13,3,2,2023-06-09,agency,confirmed,131.73,395.18
908,612,44,2023-07-10,2023-07-13,3,2,2023-06-14,phone,confirmed,100.59,301.76
1015,769,46,2023-07-10,2023-07-13,3,4,2023-06-29,phone,confirmed,153.04,459.12
996,507,47,2023-07-10,2023-07-13,3,2,2023-06-11,agency,confirmed,133.8,401.4
1306,490,49,2023-07-10,2023-07-11,1,3,2023-05-19,web,confirmed,170.23,170.23
1034,711,52,2023-07-10,2023-07-11,1,4,2023-06-12,mobile_app,confirmed,149.39,149.39
760,402,55,2023-07-10,2023-07-13,3,3,2023-05-13,mobile_app,confirmed,135.87,407.61
763,261,56,2023-07-10,2023-07-13,3,4,2023-06-23,web,confirmed,156.14,468.42
1160,286,57,2023-07-10,2023-07-15,5,1,2023-07-07,agency,confirmed,119.51,597.54
207,235,58,2023-07-10,2023-07-12,2,1,2023-06-16,mobile_app,confirmed,137.64,275.28
1319,722,60,2023-07-10,2023-07-11,1,4,2023-06-19,mobile_app,confirmed,155.46,155.46
1450,581,62,2023-07-10,2023-07-11,1,1,2023-06-22,phone,confirmed,66.27,66.27
1312,44,63,2023-07-10,2023-07-12,2,4,2023-07-08,mobile_app,confirmed,102.45,204.9
218,232,66,2023-07-10,2023-07-15,5,2,2023-06-04,web,confirmed,78.7,393.48
1649,496,68,2023-07-10,2023-07-11,1,1,2023-05-21,web,confirmed,148.25,148.25
471,429,71,2023-07-10,2023-07-16,6,2,2023-07-10,mobile_app,confirmed,63.92,383.55
1584,669,73,2023-07-10,2023-07-12,2,2,2023-06-11,agency,confirmed,168.53,337.05
1130,111,75,2023-07-10,2023-07-15,5,4,2023-05-14,mobile_app,confirmed,131.65,658.25
354,359,77,2023-07-10,2023-07-12,2,1,2023-07-05,web,confirmed,69.89,139.78
1049,402,78,2023-07-10,2023-07-12,2,3,2023-06-25,mobile_app,confirmed,165.57,331.14
1581,279,79,2023-07-10,2023-07-11,1,4,2023-05-19,web,confirmed,114.22,114.22
51,47,81,2023-07-10,2023-07-13,3,2,2023-06-07,agency,confirmed,145.09,435.26
56,242,83,2023-07-10,2023-07-13,3,4,2023-05-29,web,confirmed,127.42,382.26
1250,159,84,2023-07-10,2023-07-11,1,1,2023-06-21,mobile_app,confirmed,77.11,77.11
1821,302,89,2023-07-10,2023-07-11,1,4,2023-05-24,mobile_app,confirmed,88.66,88.66
1878,412,91,2023-07-10,2023-07-11,1,3,2023-06-18,agency,confirmed,99.18,99.18
1338,434,92,2023-07-10,2023-07-13,3,2,2023-06-23,phone,confirmed,122.93,368.8
210,203,98,2023-07-10,2023-07-14,4,3,2023-06-09,web,confirmed,152.85,611.42
1650,436,99,2023-07-10,2023-07-12,2,1,2023-07-10,agency,confirmed,163.59,327.17
1030,520,100,2023-07-10,2023-07-14,4,2,2023-06-24,web,confirmed,91.33,365.33
1775,255,101,2023-07-10,2023-07-11,1,4,2023-05-17,agency,confirmed,154.51,154.51
850,184,103,2023-07-10,2023-07-12,2,1,2023-05-25,mobile_app,confirmed,165.68,331.35
687,330,104,2023-07-10,2023-07-13,3,3,2023-06-25,agency,confirmed,74.53,223.58
1921,537,110,2023-07-10,2023-07-11,1,1,2023-07-10,agency,confirmed,128.98,128.98
8,80,112,2023-07-10,2023-07-13,3,1,2023-06-14,web,confirmed,62.78,188.33
1054,209,120,2023-07-10,2023-07-13,3,2,2023-06-29,mobile_app,confirmed,169.67,509.0
1309,649,122,2023-07-10,2023-07-13,3,4,2023-06-15,web,confirmed,93.89,281.67
1186,470,123,2023-07-10,2023-07-11,1,4,2023-06-24,web,confirmed,91.1,91.1
1333,554,124,2023-07-10,2023-07-12,2,2,2023-07-09,web,confirmed,172.84,345.68
1301,179,126,2023-07-10,2023-07-13,3,3,2023-05-26,agency,confirmed,175.85,527.54
368,155,128,2023-07-10,2023-07-11,1,3,2023-05-18,agency,confirmed,170.41,170.41
1856,734,129,2023-07-10,2023-07-11,1,1,2023-06-17,agency,confirmed,175.23,175.23
11,560,130,2023-07-10,2023-07-14,4,4,2023-07-02,phone,confirmed,138.42,553.7
1295,193,131,2023-07-10,2023-07-14,4,1,2023-06-20,web,confirmed,120.54,482.18
578,344,132,2023-07-10,2023-07-12,2,1,2023-06-22,web,confirmed,99.68,199.36
1599,335,133,2023-07-10,2023-07-12,2,1,2023-06-14,phone,confirmed,82.68,165.35
1933,91,135,2023-07-10,2023-07-11,1,2,2023-06-16,phone,confirmed,85.05,85.05
1593,3,136,2023-07-10,2023-07-11,1,3,2023-06-10,web,confirmed,81.87,81.87
221,542,141,2023-07-10,2023-07-13,3,4,2023-06-06,agency,confirmed,177.75,533.26
1876,769,144,2023-07-10,2023-07-11,1,3,2023-06-10,mobile_app,confirmed,60.7,60.7
330,522,145,2023-07-10,2023-07-11,1,1,2023-05-13,mobile_app,confirmed,124.97,124.97
137,435,148,2023-07-10,2023-07-15,5,1,2023-06-10,agency,confirmed,82.12,410.6
601,15,149,2023-07-10,2023-07-14,4,4,2023-07-07,agency,confirmed,154.16,616.64
107,610,2,2023-07-11,2023-07-13,2,2,2023-06-17,phone,confirmed,177.32,354.64
201,712,3,2023-07-11,2023-07-13,2,1,2023-07-04,agency,confirmed,117.55,235.1
1624,14,4,2023-07-11,2023-07-12,1,4,2023-06-30,web,confirmed,109.78,109.78
1837,31,5,2023-07-11,2023-07-12,1,2,2023-06-10,phone,confirmed,178.87,178.87
893,778,8,2023-07-11,2023-07-15,4,2,2023-06-29,web,confirmed,126.77,507.09
484,59,10,2023-07-11,2023-07-12,1,3,2023-06-25,agency,confirmed,136.93,136.93
1662,341,15,2023-07-11,2023-07-12,1,3,2023-06-12,web,confirmed,141.47,141.47
1507,643,16,2023-07-11,2023-07-13,2,2,2023-05-27,phone,confirmed,144.42,288.83
1254,495,17,2023-07-11,2023-07-13,2,1,2023-05-21,mobile_app,confirmed,69.27,138.54
1922,19,22,2023-07-11,2023-07-12,1,1,2023-05-18,agency,confirmed,150.39,150.39
1634,504,25,2023-07-11,2023-07-12,1,4,2023-06-16,phone,confirmed,170.11,170.11
413,364,26,2023-07-11,2023-07-13,2,1,2023-05-25,web,confirmed,68.56,137.13
570,167,27,2023-07-11,2023-07-14,3,1,2023-07-02,agency,confirmed,139.58,418.75
654,653,32,2023-07-11,2023-07-14,3,4,2023-06-21,web,confirmed,121.03,363.08
1404,536,34,2023-07-11,2023-07-12,1,3,2023-05-21,agency,confirmed,86.59,86.59
690,230,36,2023-07-11,2023-07-12,1,3,2023-05-26,mobile_app,confirmed,95.85,95.85
1567,510,42,2023-07-11,2023-07-12,1,4,2023-06-21,phone,confirmed,101.57,101.57
1940,444,45,2023-07-11,2023-07-12,1,4,2023-07-07,web,confirmed,115.5,115.5
1422,799,48,2023-07-11,2023-07-12,1,3,2023-05-12,web,confirmed,160.34,160.34
1699,222,49,2023-07-11,2023-07-12,1,3,2023-05-14,agency,confirmed,137.9,137.9
279,60,50,2023-07-11,2023-07-12,1,3,2023-05-16,agency,confirmed,122.12,122.12
1537,674,52,2023-07-11,2023-07-12,1,3,2023-06-04,agency,confirmed,142.64,142.64
215,37,59,2023-07-11,2023-07-15,4,2,2023-06-16,web,confirmed,154.11,616.43
1282,24,60,2023-07-11,2023-07-13,2,4,2023-06-14,agency,confirmed,74.56,149.13
260,626,62,2023-07-11,2023-07-14,3,4,2023-07-11,web,confirmed,162.74,488.21
1972,578,65,2023-07-11,2023-07-12,1,3,2023-06-18,agency,confirmed,108.04,108.04
799,515,67,2023-07-11,2023-07-15,4,4,2023-06-05,web,confirmed,107.47,429.87
911,53,68,2023-07-11,2023-07-14,3,4,2023-06-01,phone,confirmed,88.36,265.08
1819,767,69,2023-07-11,2023-07-12,1,3,2023-06-13,phone,confirmed,105.26,105.26
1550,704,70,2023-07-11,2023-07-12,1,3,2023-05-27,web,confirmed,74.15,74.15
79,512,74,2023-07-11,2023-07-14,3,2,2023-05-28,web,confirmed,80.42,241.26
781,780,79,2023-07-11,2023-07-14,3,2,2023-06-15,phone,confirmed,145.98,437.95
1364,100,82,2023-07-11,2023-07-14,3,3,2023-06-03,agency,confirmed,92.64,277.91
859,720,84,2023-07-11,2023-07-16,5,4,2023-07-10,mobile_app,confirmed,140.6,703.0
1563,41,86,2023-07-11,2023-07-13,2,3,2023-06-09,phone,confirmed,141.92,283.83
789,23,89,2023-07-11,2023-07-13,2,3,2023-07-05,phone,confirmed,143.82,287.64
25,329,91,2023-07-11,2023-07-13,2,2,2023-06-26,web,confirmed,154.17,308.33
497,412,93,2023-07-11,2023-07-14,3,3,2023-05-13,agency,confirmed,68.39,205.17
1244,116,101,2023-07-11,2023-07-14,3,4,2023-05-24,agency,confirmed,107.54,322.63
1623,44,102,2023-07-11,2023-07-13,2,3,2023-06-20,web,confirmed,169.94,339.88
1704,309,108,2023-07-11,2023-07-12,1,4,2023-06-05,phone,confirmed,179.2,179.2
1926,788,109,2023-07-11,2023-07-12,1,4,2023-05-24,agency,confirmed,156.42,156.42
197,554,110,2023-07-11,2023-07-13,2,4,2023-06-24,web,confirmed,150.58,301.16
1070,529,111,2023-07-11,2023-07-15,4,1,2023-05-19,mobile_app,confirmed,135.5,542.0
383,753,115,2023-07-11,2023-07-15,4,2,2023-06-17,web,confirmed,77.85,311.4
918,225,118,2023-07-11,2023-07-14,3,3,2023-06-21,agency,confirmed,155.79,467.38
1777,577,123,2023-07-11,2023-07-12,1,2,2023-06-18,agency,confirmed,94.82,94.82
1804,79,127,2023-07-11,2023-07-12,1,2,2023-05-28,mobile_app,confirmed,63.79,63.79
873,416,128,2023-07-11,2023-07-13,2,4,2023-05-12,agency,confirmed,150.94,301.87
1013,276,129,2023-07-11,2023-07-15,4,2,2023-05-31,phone,confirmed,76.25,305.0
34,193,134,2023-07-11,2023-07-12,1,3,2023-06-15,phone,confirmed,148.1,148.1
1168,705,135,2023-07-11,2023-07-15,4,3,2023-06-07,mobile_app,confirmed,137.55,550.2
980,389,136,2023-07-11,2023-07-15,4,3,2023-06-11,web,confirmed,112.9,451.61
987,40,144,2023-07-11,2023-07-14,3,3,2023-05-14,mobile_app,confirmed,83.37,250.1
1199,144,145,2023-07-11,2023-07-15,4,2,2023-06-21,mobile_app,confirmed,68.86,275.46
444,697,146,2023-07-11,2023-07-15,4,3,2023-06-21,phone,confirmed,88.66,354.65
1496,725,147,2023-07-11,2023-07-12,1,2,2023-05-26,phone,confirmed,128.63,128.63
1449,170,150,2023-07-11,2023-07-12,1,1,2023-06-19,web,confirmed,90.16,90.16
1533,256,1,2023-07-12,2023-07-13,1,3,2023-05-14,phone,confirmed,177.12,177.12
206,142,4,2023-07-12,2023-07-13,1,4,2023-05-16,web,confirmed,162.81,162.81
616,800,5,2023-07-12,2023-07-14,2,3,2023-05-30,mobile_app,confirmed,164.18,328.37
141,100,7,2023-07-12,2023-07-15,3,3,2023-05-18,mobile_app,confirmed,137.03,411.08
1037,196,9,2023-07-12,2023-07-15,3,4,2023-06-25,mobile_app,confirmed,155.59,466.77
245,328,10,2023-07-12,2023-07-14,2,2,2023-05-21,mobile_app,confirmed,135.45,270.89
302,519,12,2023-07-12,2023-07-15,3,1,2023-05-25,web,confirmed,104.97,314.9
835,494,15,2023-07-12,2023-07-14,2,4,2023-06-21,web,confirmed,122.31,244.63
1000,767,22,2023-07-12,2023-07-17,5,2,2023-05-18,agency,confirmed,84.16,420.8
945,245,23,2023-07-12,2023-07-13,1,4,2023-07-05,phone,confirmed,84.06,84.06
1218,484,25,2023-07-12,2023-07-15,3,3,2023-06-06,mobile_app,confirmed,109.35,328.06
119,314,28,2023-07-12,2023-07-17,5,3,2023-07-11,phone,confirmed,168.45,842.25
986,636,29,2023-07-12,2023-07-15,3,2,2023-05-31,mobile_app,confirmed,117.64,352.91
1416,420,33,2023-07-12,2023-07-13,1,4,2023-07-02,mobile_app,confirmed,131.71,131.71
1816,511,34,2023-07-12,2023-07-13,1,2,2023-06-10,mobile_app,confirmed,80.73,80.73
552,150,35,2023-07-12,2023-07-15,3,4,2023-06-25,mobile_app,confirmed,73.18,219.53
1701,485,36,2023-07-12,2023-07-13,1,1,2023-07-08,web,confirmed,120.17,120.17
1902,116,39,2023-07-12,2023-07-13,1,1,2023-06-18,web,confirmed,141.47,141.47
1380,186,42,2023-07-12,2023-07-13,1,1,2023-05-15,agency,confirmed,123.09,123.09
344,593,45,2023-07-12,2023-07-13,1,4,2023-06-21,agency,confirmed,98.32,98.32
1131,283,48,2023-07-12,2023-07-13,1,1,2023-07-03,phone,confirmed,74.18,74.18
1529,420,49,2023-07-12,2023-07-13,1,2,2023-06-13,mobile_app,confirmed,62.63,62.63
1643,72,50,2023-07-12,2023-07-13,1,2,2023-06-02,mobile_app,confirmed,158.25,158.25
694,589,52,2023-07-12,2023-07-14,2,2,2023-06-03,web,confirmed,82.95,165.9
1098,346,53,2023-07-12,2023-07-13,1,4,2023-05-29,agency,confirmed,129.42,129.42
1606,376,54,2023-07-12,2023-07-13,1,2,2023-06-15,mobile_app,confirmed,159.95,159.95
1493,725,58,2023-07-12,2023-07-14,2,1,2023-06-16,mobile_app,confirmed,104.14,208.28
1044,222,63,2023-07-12,2023-07-13,1,2,2023-05-21,phone,confirmed,115.71,115.71
617,69,65,2023-07-12,2023-07-15,3,3,2023-06-14,phone,confirmed,148.06,444.19
1346,295,69,2023-07-12,2023-07-14,2,1,2023-06-04,web,confirmed,80.09,160.18
877,462,70,2023-07-12,2023-07-13,1,1,2023-05-21,web,confirmed,178.85,178.85
1209,241,72,2023-07-12,2023-07-14,2,2,2023-05-15,web,confirmed,113.58,227.17
74,774,73,2023-07-12,2023-07-15,3,4,2023-06-04,agency,confirmed,128.6,385.8
964,760,76,2023-07-12,2023-07-16,4,3,2023-07-03,mobile_app,confirmed,126.62,506.47
1897,68,77,2023-07-12,2023-07-13,1,1,2023-07-04,mobile_app,confirmed,152.07,152.07
1863,530,78,2023-07-12,2023-07-13,1,4,2023-06-08,agency,confirmed,101.92,101.92
1172,631,80,2023-07-12,2023-07-14,2,3,2023-07-05,phone,confirmed,65.31,130.61
1099,226,85,2023-07-12,2023-07-15,3,2,2023-06-30,phone,confirmed,160.47,481.42
607,659,88,2023-07-12,2023-07-16,4,4,2023-06-11,phone,confirmed,122.5,490.0
205,248,90,2023-07-12,2023-07-13,1,4,2023-05-17,phone,confirmed,121.41,121.41
875,534,94,2023-07-12,2023-07-15,3,1,2023-05-17,agency,confirmed,75.6,226.81
199,628,96,2023-07-12,2023-07-16,4,2,2023-07-06,web,confirmed,83.92,335.69
1011,577,97,2023-07-12,2023-07-16,4,2,2023-05-30,agency,confirmed,111.59,446.34
370,574,99,2023-07-12,2023-07-13,1,2,2023-05-21,web,confirmed,166.74,166.74
769,189,103,2023-07-12,2023-07-14,2,2,2023-06-13,mobile_app,confirmed,160.22,320.44
209,259,105,2023-07-12,2023-07-17,5,2,2023-05-26,web,confirmed,86.27,431.33
1807,453,107,2023-07-12,2023-07-13,1,3,2023-06-23,agency,confirmed,122.64,122.64
224,745,108,2023-07-12,2023-07-14,2,4,2023-06-05,mobile_app,confirmed,157.55,315.1
603,539,109,2023-07-12,2023-07-14,2,2,2023-06-30,mobile_app,confirmed,152.08,304.17
1066,250,114,2023-07-12,2023-07-14,2,3,2023-07-11,mobile_app,confirmed,61.94,123.87
1224,422,116,2023-07-12,2023-07-13,1,3,2023-07-02,mobile_app,confirmed,163.16,163.16
270,18,117,2023-07-12,2023-07-17,5,2,2023-06-12,phone,confirmed,82.91,414.55
1891,344,119,2023-07-12,2023-07-13,1,1,2023-06-15,phone,confirmed,110.88,110.88
357,599,123,2023-07-12,2023-07-14,2,4,2023-06-08,web,confirmed,175.99,351.98
1853,131,124,2023-07-12,2023-07-13,1,1,2023-06-10,mobile_app,confirmed,126.07,126.07
323,408,125,2023-07-12,2023-07-14,2,1,2023-05-23,phone,confirmed,70.47,140.95
1325,119,127,2023-07-12,2023-07-14,2,4,2023-05-22,agency,confirmed,76.38,152.76
698,413,132,2023-07-12,2023-07-15,3,4,2023-06-06,mobile_app,confirmed,147.83,443.49
699,256,133,2023-07-12,2023-07-17,5,3,2023-06-24,mobile_app,confirmed,160.87,804.34
1047,552,134,2023-07-12,2023-07-18,6,2,2023-06-15,web,confirmed,125.7,754.21
1133,452,140,2023-07-12,2023-07-14,2,3,2023-06-22,web,confirmed,85.94,171.88
273,579,142,2023-07-12,2023-07-13,1,4,2023-05-30,phone,confirmed,126.82,126.82
1525,206,143,2023-07-12,2023-07-13,1,2,2023-05-17,agency,confirmed,165.72,165.72
650,295,147,2023-07-12,2023-07-14,2,4,2023-06-21,phone,confirmed,84.99,169.99
1681,513,150,2023-07-12,2023-07-13,1,2,2023-06-18,web,confirmed,81.87,81.87
1355,461,1,2023-07-13,2023-07-15,2,2,2023-05-18,phone,confirmed,152.84,305.67
1464,353,2,2023-07-13,2023-07-15,2,2,2023-06-06,phone,confirmed,97.17,194.35
1818,457,3,2023-07-13,2023-07-14,1,4,2023-06-25,mobile_app,confirmed,86.73,86.73
1321,422,4,2023-07-13,2023-07-14,1,1,2023-06-30,mobile_app,confirmed,92.59,92.59
520,450,6,2023-07-13,2023-07-15,2,4,2023-05-31,mobile_app,confirmed,154.54,309.08
1768,612,13,2023-07-13,2023-07-14,1,3,2023-06-12,mobile_app,confirmed,179.1,179.1
507,726,14,2023-07-13,2023-07-15,2,2,2023-06-28,phone,confirmed,81.38,162.76
385,671,16,2023-07-13,2023-07-16,3,3,2023-06-17,phone,confirmed,118.51,355.53
626,331,17,2023-07-13,2023-07-16,3,1,2023-06-06,mobile_app,confirmed,84.41,253.23
997,685,18,2023-07-13,2023-07-16,3,1,2023-05-17,agency,confirmed,167.32,501.97
1661,578,21,2023-07-13,2023-07-14,1,4,2023-06-19,mobile_app,confirmed,83.17,83.17
1957,792,23,2023-07-13,2023-07-14,1,4,2023-05-22,phone,confirmed,120.02,120.02
1936,222,24,2023-07-13,2023-07-14,1,4,2023-07-11,mobile_app,confirmed,112.48,112.48
1802,785,26,2023-07-13,2023-07-14,1,1,2023-06-22,agency,confirmed,160.98,160.98
1864,671,30,2023-07-13,2023-07-14,1,4,2023-06-18,web,confirmed,101.13,101.13
1964,469,31,2023-07-13,2023-07-14,1,4,2023-05-14,mobile_app,confirmed,99.66,99.66
1770,236,33,2023-07-13,2023-07-14,1,3,2023-06-25,web,confirmed,100.33,100.33
716,455,34,2023-07-13,2023-07-14,1,2,2023-07-03,phone,confirmed,105.08,105.08
170,29,36,2023-07-13,2023-07-16,3,1,2023-07-07,mobile_app,confirmed,108.03,324.1
657,42,37,2023-07-13,2023-07-16,3,3,2023-07-10,mobile_app,confirmed,135.53,406.58
377,680,38,2023-07-13,2023-07-14,1,4,2023-06-25,web,confirmed,173.33,173.33
866,603,39,2023-07-13,2023-07-16,3,3,2023-06-22,web,confirmed,114.21,342.63
1414,456,40,2023-07-13,2023-07-16,3,2,2023-05-18,web,confirmed,107.43,322.3
1980,557,41,2023-07-13,2023-07-14,1,2,2023-05-21,phone,confirmed,132.07,132.07
243,666,42,2023-07-13,2023-07-15,2,4,2023-06-23,mobile_app,confirmed,95.42,190.84
1939,354,43,2023-07-13,2023-07-14,1,2,2023-07-07,web,confirmed,111.49,111.49
1059,397,44,2023-07-13,2023-07-16,3,4,2023-06-18,mobile_app,confirmed,81.91,245.73
